segment_id,file_id,segment_index,segment_code_type,segment_code_number,segment_label_id,file_label_id,beginning_index,segment_length,binary_data_path,original_path
44813,812,0,Cm,13,45,7,1885700,8192,00000812.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_175522_370V_1843mA_experiment_10_175
44816,812,0,Cm,16,45,7,1910276,8192,00000812.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_175522_370V_1843mA_experiment_10_175
44817,812,0,Cr,1,44,7,1917448,8192,00000812.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_175522_370V_1843mA_experiment_10_175
44821,812,0,R,4,20,7,1950216,8192,00000812.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_175522_370V_1843mA_experiment_10_175
44822,813,0,Cl,1,28,3,62360,524288,00000813.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191618_350V_1744mA_experiment_0_11
44825,813,0,Cr,1,28,3,1311277,524288,00000813.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191618_350V_1744mA_experiment_0_11
44826,813,0,R,1,1,3,1835565,524288,00000813.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191618_350V_1744mA_experiment_0_11
44827,813,0,L,1,32,3,226200,65536,00000813.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191618_350V_1744mA_experiment_0_11
44828,813,0,L,2,32,3,160664,65536,00000813.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191618_350V_1744mA_experiment_0_11
44829,813,0,Cl,1,28,3,291736,65536,00000813.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191618_350V_1744mA_experiment_0_11
44850,813,0,R,1,1,3,1606189,65536,00000813.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191618_350V_1744mA_experiment_0_11
44855,813,0,Cm,3,24,3,342754,8192,00000813.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191618_350V_1744mA_experiment_0_11
44895,813,0,Cm,43,24,3,670434,8192,00000813.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191618_350V_1744mA_experiment_0_11
44990,813,0,Cm,138,24,3,1448674,8192,00000813.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191618_350V_1744mA_experiment_0_11
45170,819,0,C,1,21,4,1336078,524288,00000819.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213135_350V_3488mA_experiment_4_136
45172,819,0,L,2,33,4,287502,524288,00000819.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213135_350V_3488mA_experiment_4_136
45175,819,0,C,1,21,4,1565454,65536,00000819.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213135_350V_3488mA_experiment_4_136
45197,819,0,R,10,20,4,2220814,65536,00000819.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213135_350V_3488mA_experiment_4_136
45200,819,0,C,1,21,4,1594126,8192,00000819.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213135_350V_3488mA_experiment_4_136
45202,819,0,L,2,33,4,1577742,8192,00000819.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213135_350V_3488mA_experiment_4_136
45206,819,0,L,6,33,4,1544974,8192,00000819.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213135_350V_3488mA_experiment_4_136
45223,819,0,R,11,20,4,1684238,8192,00000819.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213135_350V_3488mA_experiment_4_136
45280,821,0,C,1,21,4,1574373,524288,00000821.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_212824_350V_3488mA_experiment_1_133
45284,821,0,R,1,20,4,1975712,524288,00000821.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_212824_350V_3488mA_experiment_1_133
45285,821,0,C,1,21,4,1803749,65536,00000821.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_212824_350V_3488mA_experiment_1_133
45291,821,0,L,6,33,4,1410533,65536,00000821.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_212824_350V_3488mA_experiment_1_133
45306,821,0,R,9,20,4,2393573,65536,00000821.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_212824_350V_3488mA_experiment_1_133
45308,821,0,C,1,21,4,1832421,8192,00000821.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_212824_350V_3488mA_experiment_1_133
45311,821,0,L,3,33,4,1807845,8192,00000821.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_212824_350V_3488mA_experiment_1_133
45315,821,0,L,7,33,4,1775077,8192,00000821.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_212824_350V_3488mA_experiment_1_133
45317,821,0,L,9,33,4,1758693,8192,00000821.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_212824_350V_3488mA_experiment_1_133
45323,821,0,R,3,20,4,1856997,8192,00000821.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_212824_350V_3488mA_experiment_1_133
45329,821,0,R,9,20,4,1906149,8192,00000821.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_212824_350V_3488mA_experiment_1_133
45551,827,0,C,1,47,16,1145459,524288,00000827.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213239_350V_3488mA_experiment_5_137
45556,827,0,C,1,47,16,1374835,65536,00000827.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213239_350V_3488mA_experiment_5_137
45581,827,0,C,1,47,16,1403507,8192,00000827.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213239_350V_3488mA_experiment_5_137
45584,827,0,L,3,33,16,1378931,8192,00000827.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213239_350V_3488mA_experiment_5_137
45588,827,0,L,7,33,16,1346163,8192,00000827.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213239_350V_3488mA_experiment_5_137
45591,827,0,L,10,33,16,1321587,8192,00000827.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213239_350V_3488mA_experiment_5_137
45600,827,0,R,7,20,16,1460851,8192,00000827.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213239_350V_3488mA_experiment_5_137
45602,827,0,R,9,20,16,1477235,8192,00000827.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_213239_350V_3488mA_experiment_5_137
45768,831,0,C,1,47,16,1378856,524288,00000831.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_210217_350V_3023mA_experiment_10_109
45773,831,0,C,1,47,16,1608232,65536,00000831.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_210217_350V_3023mA_experiment_10_109
45779,831,0,L,6,33,16,1215016,65536,00000831.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_210217_350V_3023mA_experiment_10_109
45792,831,0,R,7,20,16,2066984,65536,00000831.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_210217_350V_3023mA_experiment_10_109
45794,831,0,R,9,20,16,2198056,65536,00000831.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_210217_350V_3023mA_experiment_10_109
45798,831,0,C,1,47,16,1636904,8192,00000831.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_210217_350V_3023mA_experiment_10_109
45810,831,0,L,12,33,16,1538600,8192,00000831.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_210217_350V_3023mA_experiment_10_109
45822,831,0,R,12,20,16,1735208,8192,00000831.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_210217_350V_3023mA_experiment_10_109
45877,833,0,C,1,21,4,989641,524288,00000833.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_203559_370V_2212mA_experiment_9_262
45882,833,0,C,1,21,4,1219017,65536,00000833.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_203559_370V_2212mA_experiment_9_262
45885,833,0,L,3,33,4,1022409,65536,00000833.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_203559_370V_2212mA_experiment_9_262
45893,833,0,L,11,33,4,498121,65536,00000833.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_203559_370V_2212mA_experiment_9_262
45905,833,0,R,11,20,4,1939913,65536,00000833.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_203559_370V_2212mA_experiment_9_262
45907,833,0,C,1,21,4,1247689,8192,00000833.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_203559_370V_2212mA_experiment_9_262
45908,833,0,L,1,33,4,1239497,8192,00000833.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_203559_370V_2212mA_experiment_9_262
45923,833,0,R,4,20,4,1280457,8192,00000833.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_203559_370V_2212mA_experiment_9_262
46115,836,0,C,1,21,4,26212,524288,00000836.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_192957_350V_1744mA_experiment_2_24
46120,836,0,C,1,21,4,255588,65536,00000836.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_192957_350V_1744mA_experiment_2_24
46145,836,0,C,1,21,4,284260,8192,00000836.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_192957_350V_1744mA_experiment_2_24
46146,836,0,L,1,33,4,276068,8192,00000836.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_192957_350V_1744mA_experiment_2_24
46147,836,0,L,2,33,4,267876,8192,00000836.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_192957_350V_1744mA_experiment_2_24
46149,836,0,L,4,33,4,251492,8192,00000836.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_192957_350V_1744mA_experiment_2_24
46151,836,0,L,6,33,4,235108,8192,00000836.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_192957_350V_1744mA_experiment_2_24
46158,836,0,R,1,20,4,292452,8192,00000836.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_192957_350V_1744mA_experiment_2_24
46170,837,0,C,1,21,4,1313022,524288,00000837.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_172042_350V_3604mA_experiment_0_143
46171,837,0,L,1,33,4,788734,524288,00000837.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_172042_350V_3604mA_experiment_0_143
46175,837,0,C,1,21,4,1542398,65536,00000837.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_172042_350V_3604mA_experiment_0_143
46183,837,0,L,8,33,4,1018110,65536,00000837.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_172042_350V_3604mA_experiment_0_143
46195,837,0,R,8,20,4,2066686,65536,00000837.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_172042_350V_3604mA_experiment_0_143
46200,837,0,C,1,21,4,1571070,8192,00000837.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_172042_350V_3604mA_experiment_0_143
46201,837,0,L,1,33,4,1562878,8192,00000837.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_172042_350V_3604mA_experiment_0_143
46212,837,0,L,12,33,4,1472766,8192,00000837.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_172042_350V_3604mA_experiment_0_143
46280,840,0,C,1,47,16,1299453,524288,00000840.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_180405_370V_1843mA_experiment_7_183
46284,840,0,C,1,47,16,1528829,65536,00000840.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_180405_370V_1843mA_experiment_7_183
46288,840,0,L,4,33,16,1266685,65536,00000840.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_180405_370V_1843mA_experiment_7_183
46289,840,0,L,5,33,16,1201149,65536,00000840.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_180405_370V_1843mA_experiment_7_183
46299,840,0,R,3,20,16,1725437,65536,00000840.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_180405_370V_1843mA_experiment_7_183
46300,840,0,R,4,20,16,1790973,65536,00000840.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_180405_370V_1843mA_experiment_7_183
46309,840,0,C,1,47,16,1557501,8192,00000840.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_180405_370V_1843mA_experiment_7_183
46319,840,0,L,10,33,16,1475581,8192,00000840.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_180405_370V_1843mA_experiment_7_183
46334,841,0,C,1,21,4,1539183,524288,00000841.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_201212_350V_1744mA_experiment_8_63
46338,841,0,R,1,20,4,1975712,524288,00000841.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_201212_350V_1744mA_experiment_8_63
46339,841,0,C,1,21,4,1768559,65536,00000841.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_201212_350V_1744mA_experiment_8_63
46345,841,0,L,6,33,4,1375343,65536,00000841.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_201212_350V_1744mA_experiment_8_63
46349,841,0,L,10,33,4,1113199,65536,00000841.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_201212_350V_1744mA_experiment_8_63
46355,841,0,R,4,20,4,2030703,65536,00000841.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_201212_350V_1744mA_experiment_8_63
46361,841,0,R,10,20,4,2423919,65536,00000841.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_201212_350V_1744mA_experiment_8_63
46362,841,0,C,1,21,4,1797231,8192,00000841.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_201212_350V_1744mA_experiment_8_63
46370,841,0,L,8,33,4,1731695,8192,00000841.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_201212_350V_1744mA_experiment_8_63
46385,841,0,R,11,20,4,1887343,8192,00000841.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_201212_350V_1744mA_experiment_8_63
46386,841,0,R,12,20,4,1895535,8192,00000841.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_201212_350V_1744mA_experiment_8_63
46552,846,0,C,1,47,16,608885,524288,00000846.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_205346_350V_3023mA_experiment_2_101
46557,846,0,C,1,47,16,838261,65536,00000846.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_205346_350V_3023mA_experiment_2_101
46561,846,0,L,4,33,16,576117,65536,00000846.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_205346_350V_3023mA_experiment_2_101
46576,846,0,R,7,20,16,1297013,65536,00000846.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_205346_350V_3023mA_experiment_2_101
46577,846,0,R,8,20,16,1362549,65536,00000846.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_205346_350V_3023mA_experiment_2_101
46582,846,0,C,1,47,16,866933,8192,00000846.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_205346_350V_3023mA_experiment_2_101
46587,846,0,L,5,33,16,825973,8192,00000846.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_205346_350V_3023mA_experiment_2_101
46590,846,0,L,8,33,16,801397,8192,00000846.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_205346_350V_3023mA_experiment_2_101
46597,846,0,R,3,20,16,891509,8192,00000846.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_205346_350V_3023mA_experiment_2_101
46603,846,0,R,9,20,16,940661,8192,00000846.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_205346_350V_3023mA_experiment_2_101
46662,848,0,C,1,47,16,1143053,524288,00000848.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191359_350V_1744mA_experiment_9_9
46667,848,0,C,1,47,16,1372429,65536,00000848.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191359_350V_1744mA_experiment_9_9
46679,848,0,L,12,33,16,585997,65536,00000848.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191359_350V_1744mA_experiment_9_9
46692,848,0,C,1,47,16,1401101,8192,00000848.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191359_350V_1744mA_experiment_9_9
46693,848,0,L,1,33,16,1392909,8192,00000848.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191359_350V_1744mA_experiment_9_9
46705,848,0,R,1,20,16,1409293,8192,00000848.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191359_350V_1744mA_experiment_9_9
46711,848,0,R,7,20,16,1458445,8192,00000848.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250212_191359_350V_1744mA_experiment_9_9
46717,849,0,C,1,47,16,1087711,524288,00000849.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_223839_390V_1943mA_experiment_0_396
46722,849,0,C,1,47,16,1317087,65536,00000849.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_223839_390V_1943mA_experiment_0_396
46742,849,0,R,8,20,16,1841375,65536,00000849.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_223839_390V_1943mA_experiment_0_396
46743,849,0,R,9,20,16,1906911,65536,00000849.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_223839_390V_1943mA_experiment_0_396
46747,849,0,C,1,47,16,1345759,8192,00000849.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_223839_390V_1943mA_experiment_0_396
46748,849,0,L,1,33,16,1337567,8192,00000849.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_223839_390V_1943mA_experiment_0_396
46750,849,0,L,3,33,16,1321183,8192,00000849.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_223839_390V_1943mA_experiment_0_396
46751,849,0,L,4,33,16,1312991,8192,00000849.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_223839_390V_1943mA_experiment_0_396
46760,849,0,R,1,20,16,1353951,8192,00000849.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_223839_390V_1943mA_experiment_0_396
46761,849,0,R,2,20,16,1362143,8192,00000849.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_223839_390V_1943mA_experiment_0_396
46934,854,0,C,1,21,4,1393860,524288,00000854.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_144054_350V_1744mA_experiment_10_32
46937,854,0,L,3,33,4,0,524288,00000854.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_144054_350V_1744mA_experiment_10_32
46939,854,0,C,1,21,4,1623236,65536,00000854.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_144054_350V_1744mA_experiment_10_32
46944,854,0,L,5,33,4,1295556,65536,00000854.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_144054_350V_1744mA_experiment_10_32
46958,854,0,R,7,20,4,2081988,65536,00000854.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_144054_350V_1744mA_experiment_10_32
46963,854,0,R,12,20,4,2409668,65536,00000854.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_144054_350V_1744mA_experiment_10_32
46964,854,0,C,1,21,4,1651908,8192,00000854.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_144054_350V_1744mA_experiment_10_32
46974,854,0,L,10,33,4,1569988,8192,00000854.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_144054_350V_1744mA_experiment_10_32
46983,854,0,R,7,20,4,1709252,8192,00000854.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_144054_350V_1744mA_experiment_10_32
46986,854,0,R,10,20,4,1733828,8192,00000854.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_144054_350V_1744mA_experiment_10_32
46988,854,0,R,12,20,4,1750212,8192,00000854.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_144054_350V_1744mA_experiment_10_32
46992,855,0,Cr,1,44,7,1388987,524288,00000855.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_152948_350V_1976mA_experiment_6_72
46993,855,0,R,1,20,7,1913275,524288,00000855.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_152948_350V_1976mA_experiment_6_72
46994,855,0,Cl,1,44,7,141181,65536,00000855.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_152948_350V_1976mA_experiment_6_72
47003,855,0,Cm,9,45,7,715932,65536,00000855.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_152948_350V_1976mA_experiment_6_72
47017,855,0,Cr,1,44,7,1618363,65536,00000855.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_152948_350V_1976mA_experiment_6_72
47018,855,0,R,1,20,7,1683899,65536,00000855.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_152948_350V_1976mA_experiment_6_72
47019,855,0,Cl,1,44,7,169853,8192,00000855.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_152948_350V_1976mA_experiment_6_72
47033,855,0,Cm,14,45,7,281756,8192,00000855.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_152948_350V_1976mA_experiment_6_72
47091,855,0,Cm,72,45,7,756892,8192,00000855.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_152948_350V_1976mA_experiment_6_72
47162,855,0,Cm,143,45,7,1338524,8192,00000855.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_152948_350V_1976mA_experiment_6_72
47200,855,0,Cr,1,44,7,1647035,8192,00000855.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250128_152948_350V_1976mA_experiment_6_72
47410,863,0,C,1,21,4,1393742,524288,00000863.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_183806_370V_1843mA_experiment_5_214
47415,863,0,C,1,21,4,1623118,65536,00000863.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_183806_370V_1843mA_experiment_5_214
47418,863,0,L,3,33,4,1426510,65536,00000863.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_183806_370V_1843mA_experiment_5_214
47432,863,0,R,5,20,4,1950798,65536,00000863.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_183806_370V_1843mA_experiment_5_214
47440,863,0,C,1,21,4,1651790,8192,00000863.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_183806_370V_1843mA_experiment_5_214
47449,863,0,L,9,33,4,1578062,8192,00000863.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_183806_370V_1843mA_experiment_5_214
47452,863,0,L,12,33,4,1553486,8192,00000863.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_183806_370V_1843mA_experiment_5_214
47457,863,0,R,5,20,4,1692750,8192,00000863.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250130_183806_370V_1843mA_experiment_5_214
47520,865,0,C,1,21,4,992588,524288,00000865.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_221439_390V_1943mA_experiment_8_360
47525,865,0,C,1,21,4,1221964,65536,00000865.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_221439_390V_1943mA_experiment_8_360
47540,865,0,R,3,20,4,1418572,65536,00000865.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_221439_390V_1943mA_experiment_8_360
47545,865,0,R,8,20,4,1746252,65536,00000865.npy,/Volumes/ArcData/V3_raw_data/arc_matrix_experiment_with_parallel_motor/20250206_221439_390V_1943mA_experiment_8_360
